Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power,Day_Night
2017-01-21 08:00:00,-0.5421371023170957,1.7748637754169845,-0.0605198745783498,-1.3603692236223903,-1.2090895264386996,-0.2534520424923944,-0.0283658807320365,-1.484428397596805,0.0328,day
2017-01-21 09:00:00,-0.5066616629327962,1.7748637754169845,-0.0239919723546642,-1.0789907725830323,-0.9657989369446044,-0.0963157269774172,0.0303818118259792,-1.3205420096889338,0.037,day
2017-01-21 10:00:00,-0.4623173637024219,1.7748637754169845,0.0262338932029028,-0.9043420788344648,-0.8145642461780047,0.0608205885375598,0.1380859148490084,-1.1293412237964175,0.0413,day
2017-01-21 11:00:00,-0.4224074943950847,1.7748637754169845,0.0627617954265884,-0.6908825642528824,-0.5942876313657833,0.1197467068556763,0.1968336074070243,-0.9381404379039016,0.0455,day
2017-01-21 12:00:00,-0.3869320550107854,1.718890789261173,0.0992896976502736,-0.2833689455062253,-0.4562037832745402,0.2867040420903395,0.3241202746160587,-0.4737956721649338,0.0467,day
2017-01-21 13:00:00,-0.3381533258573735,1.3270798861704898,0.0627617954265884,-0.0699094309246427,-0.4101758339107926,0.4143772984462585,0.4220330955460852,-0.0913941003799017,0.0449,day
2017-01-21 14:00:00,-0.2938090266269992,0.935268983079807,0.0171019176469817,0.2163203727188425,-0.1800360870920538,0.3750932195675142,0.3730766850810719,0.1544354814819045,0.0431,day
2017-01-21 15:00:00,-0.3026778864730742,0.7113770384565596,-0.055953886800389,0.2017663149064618,-0.1109941630464322,0.4438403576053167,0.4611982239180958,0.1544354814819045,0.0414,day
2017-01-21 16:00:00,-0.3292844660112989,0.6554040523007477,-0.0924817890240743,-0.7054366220652631,-0.610726184709979,0.4045562787265724,0.4611982239180958,0.0724922875279693,0.0396,day
2017-01-21 17:00:00,-0.4002353447798976,0.8792959969239951,-0.1198777156918384,-1.2875989345604877,-0.8244273781845222,0.5715136139612357,0.6570238657781488,-0.9381404379039016,0.0378,day
2017-01-22 06:00:00,-0.8259406173914914,1.2151339138588662,-0.4668927868168495,-0.821869084564308,-0.6600418447425659,1.023280521066795,1.2347095092653049,-0.8835116419346112,0.153,day
2017-01-22 07:00:00,-0.7638585984689673,1.2151339138588662,-0.4075349457033608,-0.7102879746693899,-0.7323714794570265,1.023280521066795,1.205335662986297,-0.8835116419346112,0.1664,day
2017-01-22 08:00:00,-0.7372520189307427,1.271106900014678,-0.3573090801457935,-0.5210852231084421,-0.5088071539759662,1.131311737983342,1.2542920734513103,-0.7742540499960306,0.1798,day
2017-01-22 09:00:00,-0.6929077197003684,1.3830528723263016,-0.293385251254344,-0.3076257085268595,-0.3477093312028491,1.2491639746195748,1.342413612288334,-0.5830532641035145,0.1931,day
2017-01-22 10:00:00,-0.5997846913165822,1.3830528723263016,-0.2020654956951307,-0.215450009048449,-0.4299020979238271,1.3670162112558075,1.3913700227533474,-0.2825948862724179,0.2065,day
2017-01-22 11:00:00,-0.5554403920862078,1.3830528723263016,-0.1518396301375632,-0.4531662866506658,-0.6994943727686355,1.3473741718164356,1.3815787406603446,-0.309909284257063,0.2199,day
2017-01-22 12:00:00,-0.5155305227788709,1.271106900014678,-0.138141666803681,-0.3464365293598745,-0.6994943727686355,1.3473741718164356,1.3522048943813367,-0.4191668761956437,0.2424,day
2017-01-22 13:00:00,-0.4977928030867213,1.2151339138588662,-0.1335756790257206,-0.0796121361328967,-0.4331898085926662,1.3277321323770634,1.3326223301953315,-0.1733372943338371,0.2739,day
2017-01-22 14:00:00,-0.4844895133176091,1.1591609277030543,-0.1290096912477599,0.0513743841785289,-0.2589411431441928,1.3179111126573773,1.3326223301953315,-0.0640797023952564,0.3055,day
2017-01-22 15:00:00,-0.4401452140872347,0.9912419692356188,-0.1244437034697991,0.187212257094081,-0.1372958483971452,1.268806014058947,1.2836659197303182,0.1271210834972594,0.337,day
2017-01-22 16:00:00,-0.4578829337793844,1.1031879415472423,-0.1198777156918384,-0.0068418470709935,-0.1504466910725017,1.2098798957408303,1.2151269450792996,0.1271210834972594,0.3686,day
2017-01-22 17:00:00,-0.4667517936254591,1.1591609277030543,-0.1198777156918384,-0.181490540819561,-0.1504466910725017,1.1804168365817722,1.205335662986297,-0.1187084983645468,0.4001,day
